0.001577 16.9743 -0.0985953 
0.001577 17.0461 -0.0985953 
9.8e-05 17.1179 -0.0985953 
9.8e-05 17.1897 -0.0985953 
9.8e-05 17.2615 -0.0985953 
9.8e-05 17.3333 -0.0985953 
9.8e-05 17.4051 -0.0985953 
9.8e-05 17.4769 -0.0985953 
9.8e-05 17.5487 -0.0985953 
9.8e-05 17.6205 -0.0985953 
9.8e-05 17.6923 -0.0985953 
9.8e-05 17.764 -0.0985953 
9.8e-05 17.8358 -0.0985953 
9.8e-05 17.9076 -0.0985953 
9.8e-05 17.9794 -0.0985953 
9.8e-05 18.0512 -0.0985953 
9.8e-05 18.123 -0.0985953 
9.8e-05 18.1948 -0.0985953 
9.8e-05 18.2666 -0.0985953 
9.8e-05 18.3384 -0.0985953 
9.8e-05 18.4102 -0.0985953 
9.8e-05 18.482 -0.0985953 
9.8e-05 18.5538 -0.0985953 
9.8e-05 18.6256 -0.0985953 
9.8e-05 18.6974 -0.0985953 
9.8e-05 18.7692 -0.0985953 
9.8e-05 18.841 -0.0985953 
9.8e-05 18.9128 -0.0985953 
9.8e-05 18.9846 -0.0985953 
9.8e-05 19.0564 -0.0985953 
0.001577 16.9743 -0.0934702 
0.001577 17.0461 -0.0934702 
9.8e-05 17.1179 -0.0934702 
9.8e-05 17.1897 -0.0934702 
9.8e-05 17.2615 -0.0934702 
9.8e-05 17.3333 -0.0934702 
9.8e-05 17.4051 -0.0934702 
9.8e-05 17.4769 -0.0934702 
9.8e-05 17.5487 -0.0934702 
9.8e-05 17.6205 -0.0934702 
9.8e-05 17.6923 -0.0934702 
9.8e-05 17.764 -0.0934702 
9.8e-05 17.8358 -0.0934702 
9.8e-05 17.9076 -0.0934702 
9.8e-05 17.9794 -0.0934702 
9.8e-05 18.0512 -0.0934702 
9.8e-05 18.123 -0.0934702 
9.8e-05 18.1948 -0.0934702 
9.8e-05 18.2666 -0.0934702 
9.8e-05 18.3384 -0.0934702 
9.8e-05 18.4102 -0.0934702 
9.8e-05 18.482 -0.0934702 
9.8e-05 18.5538 -0.0934702 
9.8e-05 18.6256 -0.0934702 
9.8e-05 18.6974 -0.0934702 
9.8e-05 18.7692 -0.0934702 
9.8e-05 18.841 -0.0934702 
9.8e-05 18.9128 -0.0934702 
9.8e-05 18.9846 -0.0934702 
9.8e-05 19.0564 -0.0934702 
0.001577 16.9743 -0.0883451 
0.001577 17.0461 -0.0883451 
9.8e-05 17.1179 -0.0883451 
9.8e-05 17.1897 -0.0883451 
9.8e-05 17.2615 -0.0883451 
9.8e-05 17.3333 -0.0883451 
9.8e-05 17.4051 -0.0883451 
9.8e-05 17.4769 -0.0883451 
9.8e-05 17.5487 -0.0883451 
9.8e-05 17.6205 -0.0883451 
