0.001199 16.9574 -0.0985243 
1.5e-05 17.818 -0.0985243 
1.5e-05 18.6785 -0.0985243 
1.5e-05 19.539 -0.0985243 
1.5e-05 20.3995 -0.0985243 
1.5e-05 21.26 -0.0985243 
1.5e-05 22.1205 -0.0985243 
1.5e-05 22.9811 -0.0985243 
1.5e-05 23.8416 -0.0985243 
1.5e-05 24.7021 -0.0985243 
1.5e-05 25.5626 -0.0985243 
1.5e-05 26.4231 -0.0985243 
1.5e-05 27.2836 -0.0985243 
1.5e-05 28.1442 -0.0985243 
1.5e-05 29.0047 -0.0985243 
1.5e-05 29.8652 -0.0985243 
1.5e-05 30.7257 -0.0985243 
1.5e-05 31.5862 -0.0985243 
1.5e-05 32.4468 -0.0985243 
1.5e-05 33.3073 -0.0985243 
1.5e-05 34.1678 -0.0985243 
1.5e-05 35.0283 -0.0985243 
1.5e-05 35.8888 -0.0985243 
1.5e-05 36.7493 -0.0985243 
1.5e-05 37.6099 -0.0985243 
1.5e-05 38.4704 -0.0985243 
1.5e-05 39.3309 -0.0985243 
1.5e-05 40.1914 -0.0985243 
1.5e-05 41.0519 -0.0985243 
1.5e-05 41.9124 -0.0985243 
1.5e-05 42.773 -0.0985243 
1.5e-05 43.6335 -0.0985243 
1.5e-05 44.494 -0.0985243 
1.5e-05 45.3545 -0.0985243 
1.5e-05 46.215 -0.0985243 
1.5e-05 47.0756 -0.0985243 
1.5e-05 47.9361 -0.0985243 
1.5e-05 48.7966 -0.0985243 
1.5e-05 49.6571 -0.0985243 
1.5e-05 50.5176 -0.0985243 
1.5e-05 51.3781 -0.0985243 
1.5e-05 52.2387 -0.0985243 
1.5e-05 53.0992 -0.0985243 
1.5e-05 53.9597 -0.0985243 
1.5e-05 54.8202 -0.0985243 
1.5e-05 55.6807 -0.0985243 
1.5e-05 56.5412 -0.0985243 
1.5e-05 57.4018 -0.0985243 
1.5e-05 58.2623 -0.0985243 
1.5e-05 59.1228 -0.0985243 
1.5e-05 59.9833 -0.0985243 
1.5e-05 60.8438 -0.0985243 
1.5e-05 61.7044 -0.0985243 
1.5e-05 62.5649 -0.0985243 
1.5e-05 63.4254 -0.0985243 
0.001199 16.9574 -0.0931172 
1.5e-05 17.818 -0.0931172 
1.5e-05 18.6785 -0.0931172 
1.5e-05 19.539 -0.0931172 
1.5e-05 20.3995 -0.0931172 
1.5e-05 21.26 -0.0931172 
1.5e-05 22.1205 -0.0931172 
1.5e-05 22.9811 -0.0931172 
1.5e-05 23.8416 -0.0931172 
1.5e-05 24.7021 -0.0931172 
1.5e-05 25.5626 -0.0931172 
1.5e-05 26.4231 -0.0931172 
1.5e-05 27.2836 -0.0931172 
1.5e-05 28.1442 -0.0931172 
1.5e-05 29.0047 -0.0931172 
1.5e-05 29.8652 -0.0931172 
1.5e-05 30.7257 -0.0931172 
1.5e-05 31.5862 -0.0931172 
1.5e-05 32.4468 -0.0931172 
1.5e-05 33.3073 -0.0931172 
1.5e-05 34.1678 -0.0931172 
1.5e-05 35.0283 -0.0931172 
